PetID,EnrollDate,CancelDate,Species,Breed,AgeAtEnroll,Prev1Claim,Prev2Claim,ClaimRSum,ClaimPerMonth,MonthAfterEnroll,ClaimDate,PreClaimMonthDiff,PrePreClaimMonthDiff,RollingSum,DiffInClaim
1009,12/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,100.05,160.26,834.62,100.05,39,3/1/2019,1,2,734.57,-60.21
1009,12/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,100.05,100.05,1040.88,206.26,40,4/1/2019,1,2,834.62,0
1009,12/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,206.26,100.05,1142.49,101.61,42,6/1/2019,2,3,1040.88,106.21
1009,12/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,101.61,206.26,1142.49,0,43,7/1/2019,1,3,1142.49,-104.65
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,801.77,801.77,2,7/1/2014,NULL,NULL,NULL,0
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,801.77,NULL,1376.67,574.9,16,9/1/2015,14,NULL,801.77,801.77
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,574.9,801.77,1457.71,81.04,18,11/1/2015,2,16,1376.67,-226.87
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,81.04,574.9,1534.84,77.13,24,5/1/2016,6,8,1457.71,-493.86
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,77.13,81.04,1612.84,78,36,5/1/2017,12,18,1534.84,-3.91
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,78,77.13,2347.82,734.98,38,7/1/2017,2,14,1612.84,0.87
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,734.98,78,2473.83,126.01,59,4/1/2019,21,23,2347.82,656.98
1010,5/1/2014,,Dog,Mixed Breed,8 weeks to 12 months old,126.01,734.98,2473.83,0,62,7/1/2019,3,24,2473.83,-608.97
1011,2/1/2011,,Cat,Mixed Breed,1 year old,NULL,NULL,229.77,229.77,5,7/1/2011,NULL,NULL,NULL,0
1011,2/1/2011,,Cat,Mixed Breed,1 year old,229.77,NULL,244.89,15.12,12,2/1/2012,7,NULL,229.77,229.77
1011,2/1/2011,,Cat,Mixed Breed,1 year old,15.12,229.77,273.92,29.03,13,3/1/2012,1,8,244.89,-214.65
1011,2/1/2011,,Cat,Mixed Breed,1 year old,29.03,15.12,303.82,29.9,14,4/1/2012,1,2,273.92,13.91
1011,2/1/2011,,Cat,Mixed Breed,1 year old,29.9,29.03,310.79,6.97,15,5/1/2012,1,2,303.82,0.87
1011,2/1/2011,,Cat,Mixed Breed,1 year old,6.97,29.9,328.02,17.23,16,6/1/2012,1,2,310.79,-22.93
1011,2/1/2011,,Cat,Mixed Breed,1 year old,17.23,6.97,931.88,603.86,20,10/1/2012,4,5,328.02,10.26
1011,2/1/2011,,Cat,Mixed Breed,1 year old,603.86,17.23,931.88,0,101,7/1/2019,81,85,931.88,586.63
1017,8/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,476.2,476.2,27,11/1/2016,NULL,NULL,NULL,0
1017,8/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,476.2,NULL,793.09,316.89,31,3/1/2017,4,NULL,476.2,476.2
1017,8/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,316.89,476.2,1221.53,428.44,34,6/1/2017,3,7,793.09,-159.31
1017,8/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,428.44,316.89,1410.47,188.94,35,7/1/2017,1,4,1221.53,111.55
1017,8/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,188.94,428.44,1735.41,324.94,41,1/1/2018,6,7,1410.47,-239.5
1017,8/1/2014,,Cat,Mixed Breed,8 weeks to 12 months old,324.94,188.94,1735.41,0,59,7/1/2019,18,24,1735.41,136
1022,9/1/2010,,Cat,Ragdoll,8 weeks to 12 months old,NULL,NULL,3698.33,3698.33,3,12/1/2010,NULL,NULL,NULL,0
1022,9/1/2010,,Cat,Ragdoll,8 weeks to 12 months old,3698.33,NULL,3755.01,56.68,5,2/1/2011,2,NULL,3698.33,3698.33
1022,9/1/2010,,Cat,Ragdoll,8 weeks to 12 months old,56.68,3698.33,3755.01,0,106,7/1/2019,101,103,3755.01,-3641.65
1023,1/1/2018,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,597.93,597.93,11,12/1/2018,NULL,NULL,NULL,0
1023,1/1/2018,,Cat,Mixed Breed,8 weeks to 12 months old,597.93,NULL,597.93,0,18,7/1/2019,7,NULL,597.93,597.93
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,NULL,NULL,843.49,843.49,3,8/1/2016,NULL,NULL,NULL,0
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,843.49,NULL,873.37,29.88,6,11/1/2016,3,NULL,843.49,843.49
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,29.88,843.49,1122.64,249.27,7,12/1/2016,1,4,873.37,-813.61
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,249.27,29.88,1292.67,170.03,8,1/1/2017,1,2,1122.64,219.39
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,170.03,249.27,1565.1,272.43,9,2/1/2017,1,2,1292.67,-79.24
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,272.43,170.03,1725.88,160.78,10,3/1/2017,1,2,1565.1,102.4
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,160.78,272.43,1876.56,150.68,11,4/1/2017,1,2,1725.88,-111.65
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,150.68,160.78,2600.05,723.49,12,5/1/2017,1,2,1876.56,-10.1
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,723.49,150.68,3021.7,421.65,13,6/1/2017,1,2,2600.05,572.81
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,421.65,723.49,3345.72,324.02,14,7/1/2017,1,2,3021.7,-301.84
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,324.02,421.65,3486.6,140.88,15,8/1/2017,1,2,3345.72,-97.63
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,140.88,324.02,3646.12,159.52,17,10/1/2017,2,3,3486.6,-183.14
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,159.52,140.88,4046.73,400.61,18,11/1/2017,1,3,3646.12,18.64
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,400.61,159.52,4233.65,186.92,20,1/1/2018,2,3,4046.73,241.09
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,186.92,400.61,4273.14,39.49,22,3/1/2018,2,4,4233.65,-213.69
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,39.49,186.92,4809.73,536.59,23,4/1/2018,1,3,4273.14,-147.43
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,536.59,39.49,4957.16,147.43,25,6/1/2018,2,3,4809.73,497.1
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,147.43,536.59,5077.12,119.96,26,7/1/2018,1,3,4957.16,-389.16
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,119.96,147.43,5470.47,393.35,27,8/1/2018,1,2,5077.12,-27.47
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,393.35,119.96,5761.81,291.34,29,10/1/2018,2,3,5470.47,273.39
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,291.34,393.35,6024.01,262.2,31,12/1/2018,2,4,5761.81,-102.01
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,262.2,291.34,6449.8,425.79,32,1/1/2019,1,3,6024.01,-29.14
1024,5/1/2016,,Dog,French Bulldog,8 weeks to 12 months old,425.79,262.2,6449.8,0,38,7/1/2019,6,7,6449.8,163.59
1026,9/1/2014,10/3/2017,Dog,Mixed Breed,1 year old,NULL,NULL,74.75,74.75,4,1/1/2015,NULL,NULL,NULL,0
1026,9/1/2014,10/3/2017,Dog,Mixed Breed,1 year old,74.75,NULL,779.54,704.79,5,2/1/2015,1,NULL,74.75,74.75
1026,9/1/2014,10/3/2017,Dog,Mixed Breed,1 year old,704.79,74.75,854.29,74.75,7,4/1/2015,2,3,779.54,630.04
103,12/1/2014,,Dog,French Bulldog,1 year old,NULL,NULL,31.34,31.34,30,6/1/2017,NULL,NULL,NULL,0
103,12/1/2014,,Dog,French Bulldog,1 year old,31.34,NULL,31.34,0,55,7/1/2019,25,NULL,31.34,31.34
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,431.54,431.54,2,5/1/2015,NULL,NULL,NULL,0
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,431.54,NULL,844.33,412.79,3,6/1/2015,1,NULL,431.54,431.54
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,412.79,431.54,1081.26,236.93,4,7/1/2015,1,2,844.33,-18.75
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,236.93,412.79,1261.51,180.25,5,8/1/2015,1,2,1081.26,-175.86
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,180.25,236.93,1460.24,198.73,14,5/1/2016,9,10,1261.51,-56.68
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,198.73,180.25,1913.45,453.21,20,11/1/2016,6,15,1460.24,18.48
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,453.21,198.73,1965.08,51.63,21,12/1/2016,1,7,1913.45,254.48
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,51.63,453.21,2069.5,104.42,22,1/1/2017,1,2,1965.08,-401.58
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,104.42,51.63,2173.92,104.42,23,2/1/2017,1,2,2069.5,52.79
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,104.42,104.42,2278.34,104.42,24,3/1/2017,1,2,2173.92,0
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,104.42,104.42,2913.13,634.79,26,5/1/2017,2,3,2278.34,0
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,634.79,104.42,3118.57,205.44,38,5/1/2018,12,14,2913.13,530.37
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,205.44,634.79,3313.72,195.15,44,11/1/2018,6,18,3118.57,-429.35
1030,3/1/2015,,Dog,Mixed Breed,8 weeks to 12 months old,195.15,205.44,3313.72,0,52,7/1/2019,8,14,3313.72,-10.29
1032,11/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,2593.05,2593.05,51,2/1/2018,NULL,NULL,NULL,0
1032,11/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,2593.05,NULL,2593.05,0,68,7/1/2019,17,NULL,2593.05,2593.05
1035,8/1/2013,8/26/2016,Dog,Golden Retriever,8 weeks to 12 months old,NULL,NULL,134.75,134.75,9,5/1/2014,NULL,NULL,NULL,0
1035,8/1/2013,8/26/2016,Dog,Golden Retriever,8 weeks to 12 months old,134.75,NULL,306.74,171.99,33,5/1/2016,24,NULL,134.75,134.75
1035,8/1/2013,8/26/2016,Dog,Golden Retriever,8 weeks to 12 months old,171.99,134.75,466.67,159.93,34,6/1/2016,1,25,306.74,37.24
1036,1/1/2012,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,170.53,170.53,4,5/1/2012,NULL,NULL,NULL,0
1036,1/1/2012,,Dog,Mixed Breed,8 weeks to 12 months old,170.53,NULL,216.41,45.88,9,10/1/2012,5,NULL,170.53,170.53
1036,1/1/2012,,Dog,Mixed Breed,8 weeks to 12 months old,45.88,170.53,216.41,0,90,7/1/2019,81,86,216.41,-124.65
104,1/1/2011,4/8/2019,Dog,Mixed Breed,5 years old,NULL,NULL,248.56,248.56,35,12/1/2013,NULL,NULL,NULL,0
104,1/1/2011,4/8/2019,Dog,Mixed Breed,5 years old,248.56,NULL,911.47,662.91,52,5/1/2015,17,NULL,248.56,248.56
104,1/1/2011,4/8/2019,Dog,Mixed Breed,5 years old,662.91,248.56,1233.06,321.59,99,4/1/2019,47,64,911.47,414.35
1042,8/1/2015,11/15/2019,Dog,Golden Retriever,8 weeks to 12 months old,NULL,NULL,80.93,80.93,19,3/1/2017,NULL,NULL,NULL,0
1042,8/1/2015,11/15/2019,Dog,Golden Retriever,8 weeks to 12 months old,80.93,NULL,117.75,36.82,28,12/1/2017,9,NULL,80.93,80.93
1042,8/1/2015,11/15/2019,Dog,Golden Retriever,8 weeks to 12 months old,36.82,80.93,133.45,15.7,40,12/1/2018,12,21,117.75,-44.11
1042,8/1/2015,11/15/2019,Dog,Golden Retriever,8 weeks to 12 months old,15.7,36.82,133.45,0,47,7/1/2019,7,19,133.45,-21.12
1045,7/1/2016,,Dog,Golden Retriever,7 years old,NULL,NULL,239.31,239.31,35,6/1/2019,NULL,NULL,NULL,0
1045,7/1/2016,,Dog,Golden Retriever,7 years old,239.31,NULL,239.31,0,36,7/1/2019,1,NULL,239.31,239.31
1047,6/1/2017,,Dog,Golden Retriever,6 years old,NULL,NULL,367.59,367.59,7,1/1/2018,NULL,NULL,NULL,0
1047,6/1/2017,,Dog,Golden Retriever,6 years old,367.59,NULL,440.8,73.21,8,2/1/2018,1,NULL,367.59,367.59
1047,6/1/2017,,Dog,Golden Retriever,6 years old,73.21,367.59,482.18,41.38,9,3/1/2018,1,2,440.8,-294.38
1047,6/1/2017,,Dog,Golden Retriever,6 years old,41.38,73.21,634.64,152.46,10,4/1/2018,1,2,482.18,-31.83
1047,6/1/2017,,Dog,Golden Retriever,6 years old,152.46,41.38,749.23,114.59,13,7/1/2018,3,4,634.64,111.08
1047,6/1/2017,,Dog,Golden Retriever,6 years old,114.59,152.46,863.82,114.59,15,9/1/2018,2,5,749.23,-37.87
1047,6/1/2017,,Dog,Golden Retriever,6 years old,114.59,114.59,937.03,73.21,18,12/1/2018,3,5,863.82,0
1047,6/1/2017,,Dog,Golden Retriever,6 years old,73.21,114.59,985.31,48.28,19,1/1/2019,1,4,937.03,-41.38
1047,6/1/2017,,Dog,Golden Retriever,6 years old,48.28,73.21,1058.52,73.21,20,2/1/2019,1,2,985.31,-24.93
1047,6/1/2017,,Dog,Golden Retriever,6 years old,73.21,48.28,1131.73,73.21,22,4/1/2019,2,3,1058.52,24.93
1047,6/1/2017,,Dog,Golden Retriever,6 years old,73.21,73.21,1173.11,41.38,23,5/1/2019,1,3,1131.73,0
1047,6/1/2017,,Dog,Golden Retriever,6 years old,41.38,73.21,1246.32,73.21,24,6/1/2019,1,2,1173.11,-31.83
1047,6/1/2017,,Dog,Golden Retriever,6 years old,73.21,41.38,1246.32,0,25,7/1/2019,1,2,1246.32,31.83
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,NULL,NULL,25.87,25.87,0,8/1/2013,NULL,NULL,NULL,0
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,25.87,NULL,126.68,100.81,4,12/1/2013,4,NULL,25.87,25.87
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,100.81,25.87,728.33,601.65,14,10/1/2014,10,14,126.68,74.94
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,601.65,100.81,1517.76,789.43,22,6/1/2015,8,18,728.33,500.84
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,789.43,601.65,6144.92,4627.16,23,7/1/2015,1,9,1517.76,187.78
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,4627.16,789.43,6855.68,710.76,52,12/1/2017,29,30,6144.92,3837.73
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,710.76,4627.16,8563.09,1707.41,68,4/1/2019,16,45,6855.68,-3916.4
1048,8/1/2013,,Dog,Mixed Breed,8 weeks to 12 months old,1707.41,710.76,8563.09,0,71,7/1/2019,3,19,8563.09,996.65
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,321.62,321.62,12,12/1/2014,NULL,NULL,NULL,0
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,321.62,NULL,1189.87,868.25,26,2/1/2016,14,NULL,321.62,321.62
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,868.25,321.62,2868.87,1679,31,7/1/2016,5,19,1189.87,546.63
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,1679,868.25,5529.97,2661.1,34,10/1/2016,3,8,2868.87,810.75
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,2661.1,1679,6599.47,1069.5,38,2/1/2017,4,7,5529.97,982.1
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,1069.5,2661.1,8746.52,2147.05,45,9/1/2017,7,11,6599.47,-1591.6
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,2147.05,1069.5,8887.97,141.45,48,12/1/2017,3,10,8746.52,1077.55
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,141.45,2147.05,11362.77,2474.8,50,2/1/2018,2,5,8887.97,-2005.6
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,2474.8,141.45,12040.12,677.35,51,3/1/2018,1,3,11362.77,2333.35
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,677.35,2474.8,13561.57,1521.45,58,10/1/2018,7,8,12040.12,-1797.45
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,1521.45,677.35,13617.92,56.35,65,5/1/2019,7,14,13561.57,844.1
1051,12/1/2013,,Cat,Mixed Breed,8 weeks to 12 months old,56.35,1521.45,13617.92,0,67,7/1/2019,2,9,13617.92,-1465.1
1055,7/1/2017,,Cat,Mixed Breed,10 years old,NULL,NULL,415.52,415.52,11,6/1/2018,NULL,NULL,NULL,0
1055,7/1/2017,,Cat,Mixed Breed,10 years old,415.52,NULL,526.15,110.63,23,6/1/2019,12,NULL,415.52,415.52
1055,7/1/2017,,Cat,Mixed Breed,10 years old,110.63,415.52,526.15,0,24,7/1/2019,1,13,526.15,-304.89
1056,4/1/2013,4/16/2019,Cat,Mixed Breed,1 year old,NULL,NULL,269.2,269.2,18,10/1/2014,NULL,NULL,NULL,0
1056,4/1/2013,4/16/2019,Cat,Mixed Breed,1 year old,269.2,NULL,665.33,396.13,29,9/1/2015,11,NULL,269.2,269.2
1056,4/1/2013,4/16/2019,Cat,Mixed Breed,1 year old,396.13,269.2,875.68,210.35,44,12/1/2016,15,26,665.33,126.93
1059,8/1/2015,,Cat,Mixed Breed,12 years old,NULL,NULL,1169.55,1169.55,10,6/1/2016,NULL,NULL,NULL,0
1059,8/1/2015,,Cat,Mixed Breed,12 years old,1169.55,NULL,1580.72,411.17,11,7/1/2016,1,NULL,1169.55,1169.55
1059,8/1/2015,,Cat,Mixed Breed,12 years old,411.17,1169.55,2049.85,469.13,12,8/1/2016,1,2,1580.72,-758.38
1059,8/1/2015,,Cat,Mixed Breed,12 years old,469.13,411.17,2136.67,86.82,13,9/1/2016,1,2,2049.85,57.96
1059,8/1/2015,,Cat,Mixed Breed,12 years old,86.82,469.13,2189.51,52.84,14,10/1/2016,1,2,2136.67,-382.31
1059,8/1/2015,,Cat,Mixed Breed,12 years old,52.84,86.82,2237.52,48.01,15,11/1/2016,1,2,2189.51,-33.98
1059,8/1/2015,,Cat,Mixed Breed,12 years old,48.01,52.84,2280.93,43.41,16,12/1/2016,1,2,2237.52,-4.83
1059,8/1/2015,,Cat,Mixed Breed,12 years old,43.41,48.01,2328.94,48.01,17,1/1/2017,1,2,2280.93,-4.6
1059,8/1/2015,,Cat,Mixed Breed,12 years old,48.01,43.41,2867.71,538.77,18,2/1/2017,1,2,2328.94,4.6
1059,8/1/2015,,Cat,Mixed Breed,12 years old,538.77,48.01,3367.67,499.96,19,3/1/2017,1,2,2867.71,490.76
1059,8/1/2015,,Cat,Mixed Breed,12 years old,499.96,538.77,3454.49,86.82,20,4/1/2017,1,2,3367.67,-38.81
1059,8/1/2015,,Cat,Mixed Breed,12 years old,86.82,499.96,4530.54,1076.05,21,5/1/2017,1,2,3454.49,-413.14
1059,8/1/2015,,Cat,Mixed Breed,12 years old,1076.05,86.82,5185.98,655.44,22,6/1/2017,1,2,4530.54,989.23
1059,8/1/2015,,Cat,Mixed Breed,12 years old,655.44,1076.05,5427.54,241.56,23,7/1/2017,1,2,5185.98,-420.61
1059,8/1/2015,,Cat,Mixed Breed,12 years old,241.56,655.44,5692.96,265.42,24,8/1/2017,1,2,5427.54,-413.88
1059,8/1/2015,,Cat,Mixed Breed,12 years old,265.42,241.56,6189.2,496.24,25,9/1/2017,1,2,5692.96,23.86
1059,8/1/2015,,Cat,Mixed Breed,12 years old,496.24,265.42,7902.44,1713.24,26,10/1/2017,1,2,6189.2,230.82
1059,8/1/2015,,Cat,Mixed Breed,12 years old,1713.24,496.24,8001.34,98.9,27,11/1/2017,1,2,7902.44,1217
1059,8/1/2015,,Cat,Mixed Breed,12 years old,98.9,1713.24,9515.31,1513.97,28,12/1/2017,1,2,8001.34,-1614.34
1059,8/1/2015,,Cat,Mixed Breed,12 years old,1513.97,98.9,9685.51,170.2,29,1/1/2018,1,2,9515.31,1415.07
1059,8/1/2015,,Cat,Mixed Breed,12 years old,170.2,1513.97,9867.61,182.1,30,2/1/2018,1,2,9685.51,-1343.77
1059,8/1/2015,,Cat,Mixed Breed,12 years old,182.1,170.2,9963.69,96.08,31,3/1/2018,1,2,9867.61,11.9
1059,8/1/2015,,Cat,Mixed Breed,12 years old,96.08,182.1,10151.11,187.42,32,4/1/2018,1,2,9963.69,-86.02
1059,8/1/2015,,Cat,Mixed Breed,12 years old,187.42,96.08,10271.34,120.23,33,5/1/2018,1,2,10151.11,91.34
1059,8/1/2015,,Cat,Mixed Breed,12 years old,120.23,187.42,10870.41,599.07,34,6/1/2018,1,2,10271.34,-67.19
1059,8/1/2015,,Cat,Mixed Breed,12 years old,599.07,120.23,11034.85,164.44,35,7/1/2018,1,2,10870.41,478.84
1059,8/1/2015,,Cat,Mixed Breed,12 years old,164.44,599.07,11221.43,186.58,36,8/1/2018,1,2,11034.85,-434.63
1059,8/1/2015,,Cat,Mixed Breed,12 years old,186.58,164.44,11997.4,775.97,37,9/1/2018,1,2,11221.43,22.14
1059,8/1/2015,,Cat,Mixed Breed,12 years old,775.97,186.58,12101.53,104.13,38,10/1/2018,1,2,11997.4,589.39
1059,8/1/2015,,Cat,Mixed Breed,12 years old,104.13,775.97,13285.63,1184.1,39,11/1/2018,1,2,12101.53,-671.84
1059,8/1/2015,,Cat,Mixed Breed,12 years old,1184.1,104.13,13738.61,452.98,40,12/1/2018,1,2,13285.63,1079.97
1059,8/1/2015,,Cat,Mixed Breed,12 years old,452.98,1184.1,14277.55,538.94,41,1/1/2019,1,2,13738.61,-731.12
1059,8/1/2015,,Cat,Mixed Breed,12 years old,538.94,452.98,14448.9,171.35,42,2/1/2019,1,2,14277.55,85.96
1059,8/1/2015,,Cat,Mixed Breed,12 years old,171.35,538.94,15169.83,720.93,43,3/1/2019,1,2,14448.9,-367.59
1059,8/1/2015,,Cat,Mixed Breed,12 years old,720.93,171.35,15273.21,103.38,44,4/1/2019,1,2,15169.83,549.58
1059,8/1/2015,,Cat,Mixed Breed,12 years old,103.38,720.93,15533.39,260.18,45,5/1/2019,1,2,15273.21,-617.55
1059,8/1/2015,,Cat,Mixed Breed,12 years old,260.18,103.38,15777.93,244.54,46,6/1/2019,1,2,15533.39,156.8
1059,8/1/2015,,Cat,Mixed Breed,12 years old,244.54,260.18,15777.93,0,47,7/1/2019,1,2,15777.93,-15.64
1066,3/1/2017,,Cat,Mixed Breed,8 weeks to 12 months old,NULL,NULL,449.65,449.65,11,2/1/2018,NULL,NULL,NULL,0
1066,3/1/2017,,Cat,Mixed Breed,8 weeks to 12 months old,449.65,NULL,9731.86,9282.21,18,9/1/2018,7,NULL,449.65,449.65
